id,age,block_num,absent,high_prob,lp_1,lp_2,lp_3,low_prob,difference,hp_norm,lp_norm,diff_norm
116,adult,2,910.7404788,887.6537936,880.38524,878.9013028,1015.773535,925.0200259,37.36623235,1.098903755,1.14516266,-0.046258906
116,adult,3,845.5744902,756.8608126,784.9520047,633.4241033,692.2428605,703.5396561,-53.32115643,0.93698376,0.870972867,0.066010892
116,adult,4,664.3315792,769.2171733,630.7290397,817.4483775,800.1441955,749.4405376,-19.77663578,0.952280772,0.927797556,0.024483216
116,adult,5,742.2591608,698.2723532,598.9775657,685.3399875,634.476781,639.5981114,-58.67424185,0.864452015,0.791814073,0.072637942
116,adult,6,645.9473928,620.0687658,737.8743493,800.5186318,636.4902255,724.9610689,104.8923031,0.767637,0.897492295,-0.129855295
117,adult,1,2750.414689,3056.804943,4164.183915,4086.142361,1662.856341,3304.394205,247.5892623,1.675330644,1.811025884,-0.135695239
117,adult,2,2268.147151,2024.734771,1692.75713,2538.220823,2678.251982,2303.076645,278.3418734,1.109688146,1.262237843,-0.152549698
117,adult,3,1463.834779,1887.35888,1794.521391,1491.30863,1128.647328,1471.492449,-415.8664307,1.0343971,0.806474878,0.227922222
117,adult,4,1548.640402,1448.429883,2412.63491,1482.784689,1107.809902,1667.743167,219.313284,0.793835071,0.91403321,-0.120198139
117,adult,5,1052.320123,1348.084962,1675.038338,1757.098138,1753.412128,1728.516201,380.4312387,0.738839439,0.94734084,-0.208501401
117,adult,6,1117.942739,1202.073085,1229.576707,1265.016615,1101.670385,1198.754569,-3.318516467,0.658815304,0.656996538,0.001818766
